subject,jumlah_tiket
USERNAME_MASKED Wilayah Kalbar : oprw_631091_NIP_MASKED & oprw_631091_NIP_MASKED,1
Permohonan Aktivasi USERNAME_MASKED GajiPPNPN,1
Tutup Buku Persediaan pada SAKTI KPU Kab. Sukabumi,1
print spby bermasalah,1
Cetak KIB aset,1
reset pasword Simaspaten,1
"Permohonan Aktivasi USERNAME_MASKED GajiPPNPN pada nomor 20230125-B1HNJK,",1
Buka Periode Pencatatan Modul Piutang,1
Jabatan Fungsional - Angka Kredit Pemeliharaan,1
Pembuatan Kontrak Belum Selesai Tapi Sudah Approve SPAN,1
Penyampaian sertifikas bendahara,1
Revisi menambah akun baru,1
Permohonan Default anak satker aplikasi web gajikita modul PPNPN,1
Sisa Pagu Habis Tanpa Ada Transaksi,1
notif di sakti,1
Admin KPPN untuk ESPM,1
Laporan FA Detail,1
Permasalahan pada saat cetak SPT tahunan di aplikasi GPP,1
Gaji PPPK,1
download update referensi gpp 31.0,1
Pendaftaran e-learning bendahara,1
Saldo Utang Yang Belum Diterima Tagihannya di SaAKTI,1
mohon buka periode bulan 9,1
Permohonan Reset Password USERNAME_MASKED,1
Tidak Bisa Mencatat SP2D LS Bendahara,1
penolakan usulan pelatihan bendahara pengeluaran,1
tidan bisa login di e-jafung,1
tidak bisa login dengan digit,1
Capain Output Bulan November 2022 terkunci,1
Terkait Pendaftaran Sertifkat BNT di Aplikasi SIMASPATEN,1
Pencatatan TUP dan UP,1
Reset Password Portal DAKDFDD,1
bermasalah di tutup buku,1
Pembuatan ADK PFK Billing Perbendaharaan - SIMGAJI Pemda,1
Honor PPK dan Honor Pengelola Keuangan,1
Satuan Kerja Bendahara Penerimaan masih kode Satuan Kerja lama,1
Pengiriman LPJ Januari 2023,1
Daftar Email SAKTI,1
Akun Pembuatan Peta,1
Aktivasi USERNAME_MASKED Berupa Penambahan Kewenangan Admin KPPN (CSO),1
pembatalan menu transaksi approve,1
skpp dari satuan kerja pemerintah daerah,1
Upload ADK LPJ pada SPRINT,1
Perbaikan akun DIGIT untuk pendaftaran sertifikasi bendahara,1
Penjelasan mengenai Pembebanan Akun Honor Kelompok Kerja Unit Pengadaan Barang/Jasa,1
Sosialisasi tentang Surat Direktur DSP Nomor S-39/PB.7/2023 tanggal 31 Januari 2023,1
Pemegang uang muka,1
Pemutakhiran USERNAME_MASKED,1
spp menggantung mengakibatkan minus,1
Korespondensi Permohonan Narasumber Kemenkeu,1
Kelebihan Bayar Pajak Belum Terkirim Ke Rekening Kami,1
Konsultasi terkait transaksi gantung pada sakti,1
Buka Periode yang sudah tertutup,1
Penambahan PPNPN tidak berhasil,1
Selisih Modul GLP dan Aset Karena KDP,1
KONVERSI ADK BCSR KE BCSI,1
Gagal import gaji pppk di sakti,1
Pemeriksaan SKPP Anggota TNI AL,1
Permohonan Reset USERNAME_MASKED Kemenkeu,1
SPM ditolak,1
Cara Mengidentifikasi Dana Operasi Satker Kepolisian Republik Indonesia,1
tidak bisa pilih rekening,1
Riset Pass Digit,1
Deviasi terkait RPD,1
mohon penyelesaian utang kepada pihak ketiga dalam neraca GLP,1
Kekurangan Gaji Ditolak oleh Aplikasi GPP Web,1
Perubahan Bank Tempat Pembukaan Rekening,1
Invoice pada SPAN hilang,1
Update USERNAME_MASKED KPPN Tolitoli,1
tidak bisa login simaspaten,1
proses pegawai baru di aplikasi GPP,1
Permohonan Aktivasi User,1
Ganti Kode Satker pada Sprint,1
Lapoan LPJ Bulan Januari Tahun Anggaran 2023,1
Aset Belum Validasi dan Approve,1
DIGIT - Ralat NRP/USERNAME_MASKED terdaftar pada DIGIT,1
tata cara penggantian dan penambahan pejabat pengguna aplikasi SAKTI,1
Pendaftaran USERNAME_MASKED SAKTI_Anggaran dan Pelaporan - Inspektorat Jenderal Kementerian Perhubungan,1
Cetakan SP2BLU tidak sama dengan Buku Bank SPAN,1
Cara Perekaman Dana Titipan Barang Bukti Tindak Pidana Korupsi,1
SK Pengelola Keuangan dibuat tanggal 16 Januari 2023 TMT 10 Januari 2023,1
Pembayaran M PASPOR,1
Pendaftaran Simaspaten,1
penandatanganan,1
peraturan perjadin untuk tenaga pendukung/pegawai tidak,1
Perbaikan NIP P3K menggantung,1
USERNAME_MASKED Modul Komitmen KL,1
Rekonsiliasi sakti span,1
TIDAK BISA MENGAJUKAN GUP,1
Perbedaan Antara Data SIMAN dan SAKTI,1
uang muka di sakti,1
dana SBSN,1
Data Laporan Keuangan UAPPA-W,1
Tidak dapat menginput transaksi reklasifikasi piutang pada periode bulan Desember 2022,1
Pembuatan uang makan pada aplikasi gaji web,1
Surat Permohonan perpanjangan pemberian kesempatan,1
reset akun DIGIT,1
terjadi error pada saat batal spm di menu ppspm satker 685880,1
Menu di Simaspaten kosong,1
Tidak keluar angka untuk lembur ppnpn di web ppnpn,1
Mohon reset ulang calon peserta pelatihan bendahara,1
Eror pada website gaji.kemenkeu.go.id,1
Penggunaan Akun untuk Tiket Perjalanan Udara dan Darat Calon Siswa Polda Kaltara,1
"Ketidaksesuaian antara Nilai RKA, FA Detail, CoA dan OMSPAN",1
penyesuaian tutup buku pada modul glp dan pelaporan,1
Permohonan Percepatan Penerbitan USERNAME_MASKED Wilayah (Aset dan GLP/Pelaporan),1
Memproses Koreksi Penerimaan Negara (Setoran) Double di SPAN,1
Kode K/L unit organisasi,1
eror pada saat cetak buku besar,1
Data OM SPAN,1
Terminate Kontrak Sekaligus SAKTI,1
WhatsApp SAPA Anggaran - Kebijakan Penganggaran Family Gathering,1
Lupa pasword untuk akses aplikasi Digit,1
Lupa Password SAKTI USERNAME_MASKED Eselon I,1
Salah Akun,1
Perubahan NRP telah selesai di proses tapi NRP di Aplikasi Gaji KPPN tidak berubah,1
Set Hari Libur pada aplikasi PPNPN Tidak Berfungsi,1
"Pergantian Nomenklatur Satker pada SPAN, SAKTI dan sistem lain di KPPN",1
Perekaman SPM GUP,1
Perubahan password Om SPAN,1
Pembuatan belanja BAST,1
Permohonan Penyelesaian Selisih Rekonsiliasi Internal modul Aset Tetap dan GLP Pelaporan pada aplikasi SAKTI,1
Pengeluaran Lain SPD,1
Permohonan Verifikasi Unit Penyelanggara Simpaspaten,1
Transaksi Berjalan Tahun 2022 (SAKTI Modul Pembayaran),1
Transfer masuk kdp,1
Permohonan Hapus Jurnal Manual dan Pembatalan Jurnal Balik Karena Kesalahan Pembuatan Jurnal,1
sp2d spm koreksi,1
Tidak muncul koda KPPN untuk bayar pengembalian belanja,1
Kriteria Satker yang Wajib Menyampaikan LPJ Bendahara Penerimaan,1
Tolakan SPM,1
Pengajuan usulan kembali di simaspaten,1
PERMOHONAN BUKA PERIODE PELAPORAN,1
mohon aktivasi dan reset password digit,1
tidak muncul nama Pejabat KPAnya,1
PERMOHONAN REKAM PROFIL ESELON I PADA MPN g3,1
login digit fitur tidak sempurna,1
Pendaftaran akun digital treasury,1
Permintaan Pemulihan FA,1
Permohonan Buka Periode Permanen bulan Agustus sampai Desember tahun 2022,1
Sertifikat BNT Bendahara,1
permohonan reset aktivasi digit USERNAME_MASKED dikarenakan kadaluarsa,1
pendaftaran USERNAME_MASKED level kuasa BUN untuk peran operator vera KPPN KLaten,1
SPP menggantung,1
Pendaftaran USERNAME_MASKED Satker 506364,1
Double Catat Piutang namun saat ingin di hapus tidak bisa karena sudah Di Sattlement dan berdampak kepada kedua Pencatatan,1
daftar barang henti guna tidak dapat ditampilkan pada monsakti,1
Bukti transfer berhasil ke imigrasi,1
Program penghijauan pantai,1
BAST salah tanggal buku,1
Pertanyaan mengenai penggunaan tanda tangan elektronik dan e-meterai,1
Standar Biaya Masukan Perjalanan Dinas,1
Void SP4HL belum terposting ke MonSAKTI,1
Perubahan PTKP Pada Formulir 1721 an. Endang Werdiningsih,1
Permohonan Pembukaan Periode Adj 1 2022,1
Permohonan Penonaktifan USERNAME_MASKED level Approver,1
penggabungan supplier tipe 6,1
Permohonan link aktivasi USERNAME_MASKED,1
Pertanyaan Terkait ADK BCAA,1
SPM Hilang,1
Tidak bisa melakukan pendaftaran Simaspaten,1
Permintaan Perubahan USERNAME_MASKED gajikita,1
Dana PEN BTN,1
Pendaftaran USERNAME_MASKED Satker Baru,1
Penghapusan data rekening di SPRINT,1
perubahan tanggal perolehan dan nilai aset perolehan,1
permohonan USERNAME_MASKED KPPN MALANG,1
RESET PASSWORD DIGIT KEMENKEU / GAJIKEMENKEU,1
Tidak bisa log in Simaspaten,1
AKUN TUNJANGAN PAJAK,1
Push Tiket,1
"UAPPA-W saya bertanya, mengapa sudah 2 hari mengirimkan permintaan USERNAME_MASKED wilayah ke HAI namun belum menerima respon/sms masuk. Terima kasih",1
Pencatatan Pengembalian Uang Muka UP,1
PPh Uang Lembur PPNPN,1
Status USERNAME_MASKED Tidak Terdaftar,1
Kendala Akses Monsakti,1
Pembayaran honor satuan OB,1
permohonan permintaan resed pasword digid,1
Tranfer masuk tanggal pembukuan menjadi tgl 1 januari 2023,1
ADK Addendum Kontrak Tidak Muncul,1
Permohonan Pembukaan Periode 12 Ta 2022,1
PAK JF APK APBN,1
Ubah Role Gaji Kemenkeu agar Bisa Download SPT Tahunan,1
pendaftaran USERNAME_MASKED Akun AprBa biro perencanaan,1
Pemutahiran kewenangan role pejabat,1
permasalahan tidak bisa tutup buku,1
Permohonan Reset Password Digit (Digipay002),1
Pinjaman UMi,1
Duplikasi Akun Digit,1
Format file import adk uang makan,1
Kenaikan Gaji Berkala yang akan datang untuk Pegawai PPPK PTNB,1
Tidak dapat melakukan pencatatan dana titipan,1
Penyamaan Data Gaji Antara Data GPP Destop Satker dengan Data GPP KPPN,1
Pembayaran Gaji PNS Delayering,1
menu monitoring DRPP pada aplikasi MONSAKTI,1
KEKURANGAN GAJI PANGKAT PENGABDIAN TAHUN 2023 UNTUK SATKER 419869 NO GAJI 000798,1
Permohonan Penyamaan Data satker Kemenag Labuhan Batu Utara (072508) PPPK,1
MENU TIDAK LENGKAP DI AKUN SAKTI OPERATOR ASET,1
Bagaimana cara input TKDN untuk Spby Non Bast,1
Catat SP2D,1
Permohonan Hapus Gaji,1
Waktu Pengiriman SPM,1
Menu rekam SPBY tidak ada,1
OTP PPK,1
tidak bisa rekam Pembayaran Dana Titipan,1
Perubahan Sumber Pembayaran atas Alokasi Uang Muka,1
Permohonan Reset Password DIGIT KPA Satker,1
Referensi detail rekening tidak terbaca untuk rekam UM dan alokasi BPP,1
Aplikasi PPNPN Modul Satker,1
KOREKSI KODE KPPN PADA NTPN PPNBM,1
Tidak bisa login gaji.kemenkeu.go.id,1
Potongan DPP PPNPN Aplikasi Gaji PPNPN Web,1
Gagal Upload Import Hari Uang Makan di Web Gaji - Sekjen Kemenag,1
Permohonan Penghapusan Data Penyamaan,1
Koreksi pencatatan KDP,1
kesalahan pembebanan akun,1
Perbedaan data USERNAME_MASKED,1
permintaan USERNAME_MASKED satker 427768,1
Error ketika pembuatan uang muka non tunai,1
Tidak dapat menampilkan daftar transaksi,1
Permintaan Join Domain,1
Transaksi tidak sesuai pada laporan barang,1
Kesalahan Pencatatan KDP,1
Pendaftaran USERNAME_MASKED Persediaan tingkat eselon 1,1
Permasalahan Download Bukti Potong SPT,1
Perpanjangan PTUP,1
Digit Data tidak ditemukan,1
Aplikasi Pandu SAKTI apakah masih bisa diakses?,1
Lupa Passowrd SAKTI,1
Uang Muka tidak bisa di buat,1
Permohonan Reset Passwor SAKTI,1
Juknis pengajuan SPM dengan Rekening Khusus (RK),1
Permohonan Sinkronisasi Data SIMAN dengan SAKTI,1
Pendaftaran Diklat Bendahara melalui SIMASPATEN,1
Klasifikasi Akun,1
Penghapusan BAST SAKTI,1
Permintaan Identifikasi SPAN 23 Februari 2023,1
terkait pengusulan PPK,1
monitoring adk selalu error gagal ambil service,1
Invitation Email,1
Permintaan Void SP2D Tanggal 22 Januari 2023 KPPN Tanjungpinang,1
SPAN 24/02/2023,1
Permohonan USERNAME_MASKED MA,1
Kelebihan Setor Sisa TUP,1
Tutup Buku GLP,1
"batal diproses tidak ada spm, tidak diproses otp tetapi pagu berkurang",1
Ajuan,1
Kenapa aplikasi smart psr ero,1
Satker tidak muncul pada USERNAME_MASKED pada aplikasi sakti aset tetap,1
Buka Periode Bulan 13,1
Permohonan Hapus Data upload SK NKP PDF dan Excell KPPN Makassar I Tahun 2022 pada Aplikasi PBNOPEN,1
Kapan Pendistribusian Sertifikat PPL,1
Kode Bank SPAN untuk BPD Jatim Syariah,1
LEMBUR PPNPN,1
WhatsApp SAPA Anggaran - Pengisian Capaian Output 2023,1
Permohonan permintaan SPT tahunan dari gaji.kemenkeu.go.id,1
17 hari kerja,1
Prosedur Business Continuity Planning (BCP) KPPN Wamena,1
RSKO Jakarta,1
Kesalahan Penutupan Buku,1
Permintaan reset pasword digit simaspaten,1
Lupas Password dan email akun DIGIT,1
Perjadin LN,1
Perbaikan Data USERNAME_MASKED Data Pejabat KPA Satker 299219,1
Permintaan Sertifikat PNT,1
Nilai IKPA 2022,1
Konfirmasi NIK yang Gagal 681494,1
Deviasi SPD pada MONSAKTI,1
Penambahan Fitur Download Laporan Keuangan di Monsakti dan SAKTI - 528718,1
Penilaian Nilai IKPA pada aplikasi OMSPAN-MonevPA,1
permasalahan NIK tidak sama di SAKTI,1
Juknis Penyampaian Caput 2023 di SAKTI,1
Kendala Pengiriman Capaian Output,1
tidak bisa validasi surat perintah bayar di akun validator,1
USERNAME_MASKED web gagal aktivasi,1
Pembatalan Approval Tutup Buku Persediaan,1
Realisasi Anggaran Terisi di Capaian Output padahal di FA Detil tidak ada Realisasi,1
lupa pasword mail sakti,1
Permohonan Perekaman USERNAME_MASKED KPPN selaku Kuasa BUN pada Aplikasi Digipay Satu - KPPN Tasikmalaya,1
Upload ADK Fail di CW SPAN,1
Lampiran SPMKP yang tidak muncul daftar potongan kompensasinya,1
SPM TIDAK MUNCUL UNTUK OTP PPSPM,1
SKPP GPP Kemenag Error,1
ADK supplier menggantung pada SAKTI,1
OTP terlambat,1
kendala registrasi DIGIT,1
Pendaftaran supplier pada SAKTI,1
Ketidaksamaan Pertanggungjawaban GUP dengan Uang Muka yang diberikan dari BP,1
aktivasi akun digit gaji ppnpn,1
reset USERNAME_MASKED di aplikasi simaspaten,1
Permohonan Role USERNAME_MASKED Web KPPN Luwuk,1
Permohonan Penambahan Role USERNAME_MASKED KPPN Selaku Satker,1
IKPA dalam satu wilayah,1
Letak tanda tngan pejabat Pemda tidak Proporsional (bertumpuk di Daftar Rincian Desa untuk Penyaluran Dana Desa,1
Penambahan Role sebagai PPABP pada aplikasi gaji.kemenkeu.go.id,1
Penambahan Role pada Aplikasi GAJI Satker,1
Penambahan Kewenaganan/ Role untuk Aplikasi Gaji,1
Perekaman BAST hibah TAYL,1
Permohonan Penambahan Role USERNAME_MASKED Web gaji.kemenkeu.go.id Satker Kanwil Ditjen Perbendaharaan Provinsi Sulawesi Tengah (613807),1
Membuka tutup buku 01-2023,1
Penambahan Role USERNAME_MASKED Kemenkeu KPPN Bangko Tahun 2023,1
Beberapa Rincian Output tidak muncul dan tidak dapat diisi pada saat Pengisian Capout,1
Jabatan Fungsional - Pertanyaan JF,1
detail coa pagu anggaran nol,1
Pembuatan SPM tunjangan kinerja,1
Koreksi atas PNBP TA 2022,1
transaksi tidak masuk,1
Gagal Kirim SKPP dari aplikasi GPP deskt,1
Daftar alun digit,1
Ekspor data aset ke exel,1
kendala join domain,1
link Aktifasi,1
TUP 427001 DEPUTI BIDANG KEBIJAKAN STRATEGIS KEMENPAREKRAF/BAPAREKRAF,1
Pindah Satker,1
Tidak Bisa menyimpan saat mengajukan MP PNBP Tahap 1 untuk Satker 066.01.689728 BNN Kab. Donggala,1
Informasi Penghapusan SIKP,1
Permohanan Reset USERNAME_MASKED serta perubahan jenis kelamin untuk USERNAME_MASKED 099037,1
Kendala Status Pada SIKP,1
data realisasi dalam ikpa (monev PA),1
Belanja Menggunakan Kartu Kredit Pemerintah,1
pengajuan dispensasi UP,1
Kendala dalam pembuatan akun admin bun digipaysatu,1
Pembebanan Biaya Bagasi,1
SKPP Pensiun Janda/Duda/Warakawuri terkait PMK 178/2022,1
apakah sakrtinya eror?,1
Diklat Sertifikasi Bendahara Penerimaan,1
PEMBAYARAN TUNGGAKAN,1
Permohonan penyesuaian Web Gaji pada satker 419190 anak satker 02,1
Telpon Terputus,1
Kendala OTP PPK error,1
Permohonan Konfirmasi Keberadaan Gangguan Proses Kirim 8 (Delapan) ADK SPM pada Satker KPPN Bogor Penyalur Dana Transfer Khusus (600015) ke Portal SAKTI via OTP Tanggal 16 November 2023 Pada USERNAME_MASKED apr_600015_NIP_MASKED,1
Referensi gaji pokok pada gaji PPPK tidak ada untuk tahun 2020,1
Konsultasi Aplikasi SPRINT,1
Muncul Remaks Periksa Referensi Rekening,1
Pendaftaran Perserta Uji Kompetensi Kenaikan Jenjang Jafung,1
Generate RKAKL di Aplikasi SiRup,1
Diklat Bendahara Pengeluaran,1
Tdk bisa naik pangkat,1
Permintaan Penghapusan Data Deviasi bulan Januari 2023,1
"akun yang digunakan pada potongan ""Lain - Lain"" - 009823",1
Permintaan Akses Treasury Big Data pada Pegawai Kanwil DJPb Provinsi Sulawesi Tenggara,1
Konfirmasi NIK dan Nama sesuai E-KTP,1
Uraian SPM RDP,1
Buka Periode Transaksi Aplikasi Persediaan Bulan Januari 2023,1
tidak bisa mendaftar kan peserta untuk perpanjangan sertifikat BNT,1
Selisih pada saldo UP karena KKP,1
Tidak Bisa Akses DIGIPAY SATU (URL_MASKED,1
Reset Password Akun Sprint,1
Gagal akses,1
penggunaan email kemenkeu untuk kantor / instansi / Satker,1
Penyaluaran RDP badan ad hoc KPU,1
Permintaan akses kemenu Open Data TBD,1
Pendaftaran Admin BUN Digipay Satu,1
Permohonan penggantian USERNAME_MASKED kemenkeu,1
Kehabisan tiket pesawat kelas ekonomi,1
Alinesi wants to meet you!,1
Permohonann Permintaan Sertifikat PPL,1
S-2897/PB.1/2018,1
"USERNAME_MASKED NONAKTIFKAN, KARENA LUPA PASSWORD",1
Pajak untuk umkm,1
Modal usaha,1
lupa password digit.kemenkeu.go.id,1
Data Penyerapan Belanja Pegawai pada OMSPAN tidak sesuai,1
Permohonan Hapus Role Validator Aset di SAKTI,1
Permohonan Ubah Status SPM di SAKTI BUN,1
Saldo Uang muka,1
Permintaan Akses Treasury Big Data pada Digital Treasury (DIGIT),1
Gagal Upload ADK GPP Uang Makan dan Lembur,1
Permohonan Pendaftaran USERNAME_MASKED /CSO KPPN Denpasar,1
Permohonan role gaji kemenkeu,1
Permohonan perubahan/penambahan USERNAME_MASKED,1
Gagal Pembayaran Digipay 008 via KKP,1
Pengajuan Proposal Kerja Sama,1
Perhitungan BBM Perjadin,1
Uang Saku Saat Pelatihan,1
USERNAME_MASKED SPAN DFDD TA 2023,1
DATA SETORAN SETELAH INTERFACE / KOREKSI,1
User/akun PPK Simaspaten belum aktif.,1
"Penjelasan terkait Jarak tempuh dalam perjalanan dinas (SATKER: KPU PROVINSI JATIM, KODE SATKER: 654425)",1
Fitur Proyeksi Target Caput 2023,1
Pembuatan SPP dan SPM pada hari libur,1
tidak bisa kirim kode otp sakti,1
Penyampaian PIC TIK KPPN Bitung Tahun 2023,1
Paket Meeting di Restoran,1
Pengecekan KPPN,1
tampilan UI rasanya kurang sesuai untuk website pemerintah..,1
Nilai Barang Rusak di SAKTI berbeda dengan Monsakti,1
Capaian Output KPU,1
Pembuatan Akun DIGIT untuk Pegawai yang sudah pensiun,1
Mekanisme Eliminasi Anak Satker pada UAKPB,1
saldo awal 2023,1
Data Laporan Saldo Tidak Ada,1
Item Tidak Muncul Saat Pendetailan COA Merekam SPBy,1
Sertifikasi,1
Data IKPA pada OMSPAN,1
Permintaan Penghapusan Deviasi KPPN Fakfak (067) Maret 2023,1
perbaikan data to do list pada sakti,1
Penonaktifan Supplier Tipe 6 Rekening Kas Desa,1
AKUN PADA MPNG3`,1
Pemberian Uang Saku Fullboard,1
pembatalan Approved pada menu status transaksi di akun apr_,1
2,1
Pertanyaan mengenai Ejafung,1
Pendaftaran DIgipay,1
Permohonan EFIN,1
Mohon reset,1
Bagaimana cara mengisi NIK di Digit,1
bukti potong 1721 a2 tahun 2022,1
Permohonan Pemindahan Pegawai a.n. Yustus Pakuwune,1
Perubahan Rekam Kota,1
Permasalahan notif rekon supplier pada saat pembuatan SPP,1
Renkas Satker pada Aplikasi MONSAKTI,1
Ask : Pendaftaran USERNAME_MASKED Sakti,1
pembuatan SKKP Pegawai Pensiun,1
Salah catat nama supplier di Kwitansi,1
Selisih perhitungan pada LRA pada Aplikasi Sakti,1
konservasi pohon langka & penyelamatan tradisi pembuatan kertas tradisional,1
pesan konfirmasi NIK,1
Terlanjur Tutup Buku Persediaan Januari 2023,1
Cetakan TMT Pensiun Polri dan Pangkat TNI pada SKPP Elektronik,1
Penambahan role USERNAME_MASKED gaji PPNPN Web,1
BPJS Kesehatan,1
Pembayaran Transaksi Kepada Pegawai,1
Tidak bisa aktivasi akun digit karena link aktivasi expired,1
SPBy untuk PPK yang sudah tidak aktif hilang dari menu monitoring perintah bayar,1
JF PK/APK APBN,1
Tambah Pegawai pada Aplikasi Gaji Web (gaji.kemenkeu.go.id),1
Lupa password akun Digit,1
Rekap PFK Per Lokasi Detail Tidak Bisa di Export ke Excel,1
Konversi PAK Integrasi Pada E-Jafung,1
adk pegawai uang makan tidak muncul saat dimonitoring padahal tulisannya berhasil,1
Pengajuan pinjaman dana dari Pemerintah,1
email tidak terdaftar di simaspaten,1
skpp kppn,1
FORMASI KEBUTUHAN APK-PN APBN,1
OTP SPM tanggal 24 maret 2023,1
Admin utk setujui permohonan USERNAME_MASKED satker,1
Konfigurasi sistem satker,1
Gagal Import ADK PPNPN/SPM Menggantung,1
Rangkap Jabatan Bendahara,1
Perubahan kembali USERNAME_MASKED Plt. Kepala KPPN Banda Aceh,1
Refund atas Pengembalian Tiket Perjadin,1
role admin error,1
Perhitungan lembur ppnpn tahun 2023,1
DAK Fisik,1
Permintaan penyamaan data PPPK di GPP,1
Pejabat penandatanganan Selalu Hilang setelah Diinput,1
rekam uang muka dari bendahara dan rekam PU bank tidak muncul nomor Nomor Rekening,1
pembuatan eskpp untuk pegawai kemenag non setjen yang meninggal sebelum migrasi.,1
Permohonan hapus USERNAME_MASKED (salah NIP),1
Lokasi Digipay Satu,1
Delete Akun Peserta/USERNAME_MASKED SIMASPATEN,1
bagaimana cara pengajuan Perpanjangan BNT melalui Simaspaten,1
Pembebanan Biaya Transportasi Perjalanan Dinas,1
MOHON PENGHAPUSAN NAMA AKUN PADA digit.kemenkeu,1
Tidak Bisa Cetak Lembur PPNPNP,1
Akun SBSN Tidak Muncul Saat Catat BAST,1
kendala membuat SPP terkait supplier dan COA tidak ditemukan,1
keluhan,1
TIDAK BISA MENCATAT PERINTAH BAYAR,1
Modul Pembayaran,1
Lembur PPNPN Pusdiklat Kementerian Luar Negeri,1
Penyetoran Retur ke kas negara,1
KENDALA PEREKAMAN DATA KONTRAK SUMBER DANA SBSN,1
Penurunan Realisasi,1
SPM Gaji PPNPN,1
Aktifasi Akun,1
Lupa USERNAME_MASKED paswor digit simaspaten,1
Akses Aplikasi Simaspaten,1
Peraturan terkait Perceraian,1
Suara tidak terdengar,1
tidak bisa merekam data menerima kas di bendahara pengeluarannya,1
Persyaratan Kenaikan Jenjang,1
Tolakan Supplier SPMKP,1
Disiplin Pendidikan Jabatan Perbendaharaan,1
KENDALA USERNAME_MASKED SIMASPATEN PERPANJANGAN BNT,1
Informasi USERNAME_MASKED,1
"Pada menu konfirmasi atas data nama dan NIK mandiri, data yang tercantum sudah benar dan valid 100%, tapi kecocokan pengguna di skala 96% dari yang seharusnya 100%",1
