subject,jumlah_tiket
permasalahan tidak bisa klik ubah saat detail COA SPM uang lembur di SAKTI,1
Tidak bisa hapus BAST non Kontraktual/ kwitansi,1
Ketidaksesuaian kode akun vs kode barang,1
supplier tipe 3 sakti tidak sinkron dengan yang ada di SPAN,1
Permohonanan normalisasi sisa anggaran satker 427128,1
Data aset bulan April dan Agustus dari SAKTI tidak masuk ke Siman,1
Penolakan SPM Hibah satker 402820 pada sakti satker,1
Double potongan=Double SPM????,1
COA Realisasi terkali 2 sehingga memungkinkan Pagu minus,1
Saldo tidak normal,1
Addendum Kontrak di Aplikasi SAKTI berhasil akantetapi tertolak di SPAN,1
Boarding pass elektronik sebagai kelengkapan SPJ,1
Ketidaksesuaian kode akun vs kode bmn,1
terkait aplikasi,1
"Pemberitahuan Email Tidak Berlaku Re: Feedback terkait tiket ""Pemberitahuan Email Tidak Berlaku RE: SPM yang tidak terbebani pada Laporan FA Detail TA 202""",1
Salah Reklas Asset,1
monitoring penyaluran dana desa,1
Mohon infonya kenapa tidak bisa klik jabatan di simaspaten sehingga tidak bisa kirim user,1
Gagal Catat SP3B BLU,1
Perubahan USERNAME_MASKED Approval Eselon IV pada CW SPAN,1
Setup Referensi Satker TA 2023 BA 040 Kemenparekraf,1
Permohonan Pembatalan Pendetilan Aset,1
USERNAME_MASKED belum disetujui,1
Perpanjangan Masa Berlaku sertifikat BNT gel II,1
SPJ Keuangan,1
Menu 'ADK' untuk OTP SPP di USERNAME_MASKED tidak muncul,1
tidak munculnya pendapatan pada saat perekaman SP3B BLU,1
LAPORAN REALISASI,1
Realisasi di Aplikasi Sakti,1
Tidak Dapat Merekam Akun Penerimaan pada SP2HL,1
Data SAKTI Dobel,1
permintaan USERNAME_MASKED opr wilayah untuk satker 408774,1
Pembyaran tunjangan profesi dosen dan sertifikasi,1
Transaksi migrasi saldo tahun 2021 di Pandu SAKTI gagal,1
Pengumuman terkait Hasil Perpanjangan Masa Berlaku Sertifikat Bendahara,1
Seleksi perpindahan ke JF APK APBN,1
Penonaktifan Supplier,1
Lupa Password dan Email DIGIT,1
Pembayaran sudah kirim SPM dan Terbit SP2D tidak tercatat di Laporan 16 Segmen,1
Double data SP2D pada mencatat/Upload SP2D,1
USERNAME_MASKED level K/L,1
Nominal uang di satu akun ada yang salah akrualnya.,1
Permasalahan Saldo Akumulasi Penyusutan Gedung dan Bangunan,1
Pengajuan USERNAME_MASKED KPPN KPH,1
Hibah TAYL sudah disahkan tahun sebelumnya akan tetapi disaat melakukan pengembalian SP4HL di menu akun penerimaan tidak terbaca akun pengesahaan sp2hl tahun sebelumnya...,1
Kendala perekaman RPD SAKTI,1
Tidak bisa masuk detai Jafung,1
EROR PPNPN WEB,1
Tentang ejafung apk APBN,1
Pesan error pada aplikasie-Jafung,1
Koreksi Pemakaian Persediaan Yang Telah Approve,1
Password DIGIT lupa,1
Reset Password e-Jafung,1
Koreksi SPM Tidak Tercatat pada hasil rekon bulan Oktober 2022 aplikasi Monsakti pada sisi SAKTI.,1
Eliminasi Jurnal atas BAST yang sudah didetailkan namun tidak jadi digunakan,1
Problem tidak bisa cetak label via SAKTI,1
Pembatalan Persetujuan KPPN untuk gaji PPNPN Bulan September 2022,1
cara mengubah data pendidikan untuk jabatan fungsional satuan kerja di aplikasi GPP terpusat,1
mohon bantuannya untuk Melacak Perintah bayar yang menggunakan Sumber dana RMP,1
Seleksi perpindahan dari jabatan lain ke dalam jabatan fungsional pranata keuangan APBN 2022,1
Terkait SK diperbantukan,1
123456,1
Pendaftaran Perpindahan dari jabatan lain ke dalam Jabatan fungsional PK APBN dan APK APBN,1
Komponen parkir pada struk taksi/taksi online,1
Perbedaan Data pada Sakti dan OM SPAN,1
Sulit sekali proses aplikasi a jafung,1
SERTIFIKAT PNT/SNT,1
Penambahan Peran USERNAME_MASKED KPA satuan kerja 524842,1
Cara Pendaftaran USERNAME_MASKED Level WILAYAH,1
pertanyaan terkait Perpindahan Jabatan Lain ke Jabatan Fungsional APK APBN,1
Akun DIGIT salah Password,1
Perpindahan Jabatan JF PK APBN ke JF APK APBN,1
Merubah K/L,1
perubahan referensi satker 309992 pada E-jafung,1
tutup dan buka periode di sakti,1
koreksi MPHLBJS,1
Tidak Bisa Login Ke Digit kemenkeu,1
Sertifikat PPL untuk perpanjangan sertifikat BNT,1
tidak bisa import GPP gaji PPNPN,1
Pembatalan Persetujuan Transaksi Persediaan,1
Aktivasi akun Digit,1
Perubahan Status Kawin pada DPP PPNPN,1
Kendala Pada Pencatatan Pemindahan Kas Tunai pada Akun Operator Satker 431742,1
Reset Password DiGIT NIP NIP_MASKED,1
status di admin e-jafung,1
Balas: Chat Transcript,1
Permohonan Reset Password Aplikasi Digit,1
Permohonan Reset Password Aplikasi Digit Kemenkeu,1
TUP AKHIR TAHUN,1
Tidak Dapat Melakukan Perekaman USERNAME_MASKED Ejafung,1
E-JAFUNG,1
Potongan pajak pada daftar pembayaran penghasilan (DPP) PPNPN sampai Rp2.000.000,1
Pemulihan Pagu karena salah input transaksi,1
Gagal login ke digit,1
Pertanyaan terkait kesalahan input di modul komitmen,1
Salah Kode Satker Pengangkatan E-Jafung,1
Tidak Bisa Melakukan Setting Likuidasi Satker di Modul Admin,1
Permohonan Bantuan Melacak Setoran PFK,1
Pengurangan porsi UP,1
Reset Password Ejafung,1
tidak munculnya saldo awal pada saat perekaman sp3b blu,1
Bendahara tidak bisa kirim UP ke BPP,1
Pemberian uang harian h-1 pertemuan dalam kota,1
Saya mau mendaftar,1
nomor tiket 20221117-HXQB4R,1
Mohon solusi terkait BAST yang tidak bisa dihapus,1
Permohonan Normalisasi Laporan FA,1
Mohon penghapusan data peserta di Aplikasi Simaspaten,1
Update Data Pendidikan Lesliana Vinita,1
belum bisa akses ejafung,1
Permohonan Buka Periode Aset Tetap,1
eJafung,1
Izin akses intra aplikasi web Gaji Terpusat,1
"Sudah Pengesahan Hibah Langsung berupa Uang, tapi di Laporan Ketersediaan Dana/Laporan FA Detail kok seakan2 belum realisasi nggih",1
Pengaduan Atas Penyalahgunaan Tidak Bertanggung Jawab,1
perubahan data,1
Peningkatan potongan PPh PPNPN bulan Desember 2022,1
Keterlambatan SP2D,1
Anggaran terpotong double,1
Aplikasi Digipay008 erorr,1
MP PNBP di MONSAKTI,1
GPP/Integrasi Gaji Kemenag/Data Pegawai ada yg tidak Didefault Pada Data Perubahan di GPP,1
PERMOHONAN PEMBUKAAN PERIODE TUTUP PERMANEN BULAN JUNI,1
Juknis tata cara Registrasi dan Login terkait USERNAME_MASKED Gaji Berbasis Web,1
Permasalahan Kesalahan kode akun pencatatan Pungutan Pajak (PPh),1
Login Span,1
Ketentuan Jam Layanan DJPb,1
Apakah diperbolehkan SKPP yang diterbitkan oleh Satker ditandatangani secara elektronik oleh KPA?,1
Gagal Catat/Upload SP2D Hibah Uang,1
MOHON BANTUAN PENIHILAN SIKP,1
reset Digit,1
Permohonan perubahan USERNAME_MASKED KPPN selaku BUN,1
PERGANTIAN ADMIN GPP KPPN LANGSA,1
permohonan admin aplikasi gaji kita modul GPP,1
addendum,1
Pendaftaran USERNAME_MASKED dan Approver Komitmen UO,1
akun MPN Terkunci,1
PPK tidak bisa validasi SPBy,1
Invoice tidak muncul pada Laporan Daftar WA Belum Mendapatkan NOD,1
Sinkronisasi SAKTI-SIMAN,1
Piagam Penghargaan WTP,1
pendaftaran admin KPPN aplikasi gaji web,1
Permohonan Pembatalan Penyamaan Penonaktifan Satker Setjen Kemenag,1
Tidak Bisa Tutup Buku Januari 2022,1
Pengajuan perubahan USERNAME_MASKED Kuasa Pengguna Anggaran (KPA),1
Aktivasi Admin GajiKita BUN KPPN untuk Modul Gaji,1
Permintaan Aktivasi USERNAME_MASKED Satker pada Gaji Web Development,1
Kode akses (Login dan Password),1
kelebihan realisasi GUP isi,1
Tanggal Renkas Otomatis Tidak Sesuai,1
histori billing di mpn.kemenkeu.go.id hilang,1
Data Omspan tidak muncul,1
SPAN 30/11/2022,1
Pencatatan ganda belanja modal,1
Selisih pada Monitoring Reklas Masuk/Reklas Keluar,1
Pengisian Pembuatan Billing di TBS Kosong,1
Pengumuman Pemanggilan Peserta Uji Kompetensi JF APK APBN?,1
Rekaman Zoom Proses Digitas Signature SPM pada aplikasi SAKTI,1
Cetak Laporan Barang,1
Pembayaran perjalanan dinas,1
Selisih persediaan,1
Penolakan MPHL-BJS pada SAKTI VERA,1
Dispensasi SPD Tidak Muncul DI OPR KPPN,1
Permintaan cetak KARPEG,1
Kesalahan perekaman BAST pada modul komitmen yang sudah dilakukan pendetilan aset,1
Permintaan Data Karwas UP dan TUP serta Data Realisasi UP Perbulan TA 2022,1
Data OMSPAN tidak muncul,1
Perbedaan NIK USERNAME_MASKED NIK data pejabat,1
Cara Koreksi SPM Kontraktual Belanja Modal,1
Pembuatan Setoran Sisa Hibah Langsung,1
"TUKIN, UM, DAN UL DESEMBER 2022",1
BAST Hibah,1
sertifikat BNT,1
TUP RM dan TUP PHLN,1
Tidak bisa simpan Koreksi 515,1
Konfirmasi batas usia seleksi Jabfubg APK APBN/Ahli Muda,1
Permohonan normalisasi realisasi double,1
Eksisting jabatan fungsional perbendaharaan haruskah minimal kerja 2 tahun di perbendaharaan?,1
Permasalahan data user,1
Caput Oktober Bermasalah,1
default anak satker tidak ditemukan,1
MonSAKTI,1
Lpj dan hibah,1
TUP yang telah di SPMkan masih muncul di LPJ,1
Koreksi Pencatatan Transaksi,1
History Gaji Pegawai Aplikasi GPP Terpusat,1
Tindak lanjut to do list,1
Pertanyaan terkait usulan TUP,1
Permohonan Void BAST,1
salah pembebanan,1
Komponen 2409.CBC.001.314 Pembebasan Lahan/Tanah tidak ada pada Modul Komitmen di SAKTI tetapi di RKA KL ada,1
Kendala pengajuan gaji desember,1
Perbedaan Realisasi OMSPAN dan SAKTI,1
Penghapusan USERNAME_MASKED Aktif Pada To Do List SAKTI,1
Pembukaan Rekening,1
Permohonan Penyamakan Data terkait Penonaktifan Pegawai Satker Non Sekretariat Jenderal Satuan Kerja Kantor Wilayah Kementerian Agama Provinsi Dan Satker Non Sekretariat Jenderal Satuan Kerja Kantor Kementerian Agama Kabupaten/Kota,1
Data pengeluaran pada Monitoring MP PNBP di Monsakti berbeda dengan realisasi pada Sakti,1
terkait temuan audit,1
Permintaan Penyamaan Data ADK (.pgw) pada Satker Kemenag Kab. Bangli (419943 04),1
SPP tidak bisa divalidasi,1
Pencatatan SP2D Otomatis Tercatat Double,1
TINDAK LANJUT TO DO LIST MODUL ASET SAKTI,1
jabfung,1
Paygroup pengesahan hibah kode register 2MP7ZM8A belum muncul,1
RESET USERNAME_MASKED PPNPN WEB,1
Permohonan Penyamaan Data Terkait Penonaktifan Pegawai Satker Non Sekretariat Jenderal Satuan Kerja Kantor Wilayah Kementerian Agama Provinsi dan Satker Non Sekretariat Jenderal Satuan Kerja Kantor Kementerian Agama Kabupaten/Kota,1
Kesalahan Pengisian nominal detail COA,1
KONFIRMASI PENYAMAAN DATA GAJI KEMENAG,1
Permintaan Penyamaan Data Gaji Satker 574938,1
Gagal Login dan Reset Digit,1
Konversi angka kredit,1
Pajak Penghasilan PPNPN Januari 2023 Tidak Muncul pada PPNPN,1
Rekalsifikasi keluar Persediaan tidak bisa dilakukan karena direkam di anak satker (Sub Satker),1
Prosedur Pembayaran Gaji dan Tunjangan mekanisme Penugasan PNS,1
pencatatan barang/jasa UP tunai/bank,1
Saldo Akun Tidak Normal Satker Pengadilan Negeri Banjarnegara 098040 (Lanjutan),1
Terdapat Kesalahan input Sumber Pembayaran dari rekening,1
Permintaan Pembatalan pada modul aset tetap yang validasi sudah di setujui pada Aplikasi Sakti,1
Penonaktifan massal pegawai kode satker 297498 dengan nama file : 29749800.PGW pada satker wilayahkerja KPPNKediri,1
Nilai Realisasi pada OMSPAN belum terupdate,1
Pendaftaran Perpanjangan Sertifikat BNT,1
Adanya nilai yang berbeda antara Realisasi Acrual dan Realisasi Sp2d bulan maret,1
Bagaimana Cara Membatalkan Koreksi Pencatatan,1
Permohonan Penyamaan Data terkait penonaktifan pegawai Satker Non Sekretariat Jenderal Satuan Kerja Kantor Wilayah Kementerian Agama Provinsi dan Satker Non Sekretariat Jenderal Satuan Kerja Kantor Kementerian Agama Kota Jakarta Selatan (416330),1
Template Paygroup PPR,1
PAGU FA DETAIL BASIS AKRUAL TERBEBANI 2 KALI,1
Permohonan Penyamaan Data terkait penonaktifan pegawai Satker Non Sekretariat Jenderal Satuan Kerja Kantor Wilayah Kementerian Agama Provinsi Dan Satker Non Sekretariat Jenderal Satuan Kerja Kantor Kementerian Agama Kabupaten/Kota,1
permohonan persetujuan penyamaan data ADK .pgw satker kementerian agama di USERNAME_MASKED GPP terpusat KPPN Rengat (092),1
Menjadi PPK Satker,1
update data realisasi,1
UM dari BP tdk muncul,1
mohon reset pasword email sakti,1
PERMINTAAN NORMALISASI PAGU ANGGARAN,1
Permohonan Broadcast kepada KPPN dan Kanwil DJPb di seluruh Indonesia : Perubahan Mekanisme Penolakan SPM pada SAKTI BUN,1
Penolakan SPM pada SAKTI tapi satker Gagal Batal SPM,1
Persetujuan Penyamaan Data Gaji Satker Non-Sekjen Kantor Kementerian Agama Minahasa Selatan,1
Saldo Akhir Pengesahan Kembali Eror,1
Pengajuan SPM LS Kontraktual dengan Jaminan Bank,1
Nomor Register Hibah Tidak Muncul di Modul Komitmen SAKTI,1
Permohonan Normalisasi Data FA Detail SAKTI,1
Normalisasi Data,1
Laporan Transaksi Gantung BAST,1
MODUL PPNPN,1
Bast 00001,1
Tindak lanjut atas Nilai Pencairan WA Direct Payment oleh Lender (ADB) tidak sama dengan Nilai SPM / SPDPL,1
SETIFIKASI BENDAHARA,1
Reklas keluar,1
Terjadi kesalahan penginputan dalam aplikasi sakti modul persediaan,1
Kesalahan Perekaman SK penghapusan Tahun 2019,1
Terdapat hutang kepada pihak ketiga sebesar minus 8M dan Kas Lainnya di K/L dari Hibah yang Belum Disahkan,1
Pada Satker 447987 ditemukan bast aset intrakom membentuk jurnal beban aset ekstrakom,1
Kesulitan mengakses e-BG,1
Adanya SPM yang belum terdeteksi dalam Laporan FA Detail,1
Perubahan Nomor HP USERNAME_MASKED apru_579361_NIP_MASKED,1
Penyamaan data gaji satker Brigif 8/Garuda Cakti,1
supplier tipe 1 hanya dapat di gunakan untuk pmbayaran sumber dana F,1
Satu SPDPL dengan 2 SP4HLN yang Berbeda,1
Tidak bisa hapus BAST UP yang tidak jadi terpakai,1
Lampiran tiket laporan ketidaksesuaian akun vs kode barang,1
Permohonan Penyamaan Data terkait penonaktifan pegawai Satker Non Sekretariat Jenderal Satuan Kerja Kantor Wilayah Kementerian Agama Provinsi Dan Satker Non Sekretariat Jenderal Satuan Kerja Kantor,1
Perubahan USERNAME_MASKED pada OMSPAN,1
Permintaan Invoid BAST,1
55.500.000,1
Koreksi Penerimaan Negara,1
Input data Jaminan Akhir Tahun/Bank Garansi SAKTI,1
Honor Plt KPA dan Penanggungjawab UAKPA,1
Pendidikan Pranata keuangan APBN Terampil dengan Ijazah SMA,1
Monitoring SPM BG/SPTJM Akhir Tahun SAKTI BUN,1
Cetak dan TTD SPM di hari libur,1
SAKTI Aset tetap,1
MENGHAPUS SETORAN PENGEMBALIAN BELANJA,1
Tidak bisa daftar email sakti,1
Update data sakti setelah jurnal manual GLP,1
Buka Periode November,1
Pembayaran Tagihan PLN,1
penyelesaian minus proyeksi kode satker 344236,1
Penolakan saat upload ADK BCAA Kontrak di SPAN,1
Kuasa untuk Gaji Terusan,1
Permohonan Buka Tutup Buku,1
SELISIH SALDO HIBAH SAAT SP2HL,1
Pemotongan pajak pihak ke 3,1
Pembatalan approve aset,1
Permintaan Data Transaksi KPK,1
hasil uji kompetensi dalam rangka perpindahan jababatan lain ke jabatan APK APBN,1
Selisih Transfer Keluar dan Transfer Masuk pada Monsakti,1
Selisih Rekon Internal Satker TAYL,1
KDP pada modul ASET Tetap (Koreksi),1
permasalahan karwas UP OMSPAN dan SPM GUP nihil PNBP SAKTI,1
Gagal melakukan OTP SP4HL,1
Koreksi Penghapusan BAST,1
Ketidaksesuain Akun Vs Kode Barang dan Salah Kode Barang Meubeleir,1
Penyesuaian Ketersediaan Dana SAKTI,1
ADK Gaji Induk Januari 2023 satker Kemenag,1
GARANSI BANK TIDAK MUNCUL,1
Batal Dokumen Pendukung Gagal,1
permohonan informasi tata cara batal setuju atas bast aset yang tidak jadi digunakan,1
Error Login USERNAME_MASKED G3,1
Tidak Bisa Validasi SPM Dispensasi,1
Terdapat Satuan kerja lingkup KKP 2023 yang tidak ada download data mentah penganggarannya di MonSakti,1
Tidak dapat menghapus BAST non Kontraktual yang telah di catatkan,1
Normalisasi FA atas spby yang telah dihapus,1
permohonan tiket untuk USERNAME_MASKED g3,1
Save The Date Pernyataan Pers Tahunan Menteri Luar Negeri RI (PPTM) 2023,1
Kenaikan Pangkat/Golongan berdasarkan AK,1
USERNAME_MASKED tidak bisa di gunakan pada PC tertentu,1
Permintaan Void BAST yang salah catat,1
Nilai IKPA pada Komponen DIspensasi SPM,1
ketidaksesuaian pagu sakti dan omspan,1
NIK PADA PROFIL DIGIT TIDAK DAPAT DIISI,1
Yth Admin Hai DJPb,1
PERMOHONAN AKUN MONSAKTI UNTUK APIP,1
Tidak Bisa Buka Periode GLP Oktober 2022,1
Pembuatan DUPAK SMT 2 Tahun 2022,1
reset password akun validator perwakilan imigrasi beijing,1
Register Tidak Muncul Saat Rekam SPP 514 SP4HL TAB,1
tidak ada angka kredit konversi,1
Lupa Password dan email MPN G3,1
Update revisi DIPA menyebabkan perbedaan realisasi antara OMSPAN dan FA detail di sakti,1
Cara Penyesuaian SP3B BLU karena dobel pengesahan,1
SPM PPNPN Induk Desember 2022,1
Mekanisme pergantian Admin KPPN selaku BUN dalam rangka DUPAK Semester II PK APK APBN,1
Perbaikan Nama Calon Bendahara,1
Kendala penghapusan transaksi uang muka TUP di modul bendahara,1
Hasil Cetakan Spby,1
Saldo kas tunai selisih 640799,1
tentang MPN G3,1
Void MPHL-BJS,1
Data SPP tidak terhapus,1
URL_MASKED tidak dapat diakses,1
PAK konversi tidak muncul di e-jafung,1
Sisa MP tidak cukup dan GUP Nihil PNBP,1
Kendala Migrasi Pengguna Simponi ke MPN Kemenkeu,1
Permohonan perhitungan PPh 21 bulan desember komisaris BAZNAS,1
Jurnal Akrual,1
Blm ada balasan aktivasi,1
Pagu minus,1
tidak bisa merubah my profil mpn,1
MPN Gen 3,1
Pembatalan transaksi SAKTI yang sudah approve,1
pengembalian sisa dana UP dari BPP tidak bisa dicatatkan oleh BP,1
Pertanyaan Perihal Ketidaksesuaian Akun Vs Kode Barang Aset Tetap/ATB,1
Regisrasi MPN G3,1
Bukti Potong Pajak PPNPN Melalui Aplikasi Gaji Kita,1
Ketidaksesuaian Akun Vs Kode Barang Aset Tetap/ATB,1
Permohonan edit rekam profil eselon 1 dan Profil Satuan Kerja pengguna Mpn G3,1
Indikator Pelaksanaan Anggaran,1
Angka Kredit di E jafung tdk sama dengan buku saku perbendaharaan,1
Update USERNAME_MASKED MP PNBP (eSPM),1
79308263,1
terkait permasalahan pengajuan Dupak APK APBN Ahli Muda,1
Aset Belum Validasi Approve,1
Tidak menerima OTP WA/email,1
tidak dapat Login e spm,1
tidak bisa kirim adk,1
KDP-ATR-Mengeluarkan Peralatan dan Mesin,1
modul aset tetap dan modul persediaan,1
Undeliverable: Berita baru,1
Ada PAK Konversi tapi tidak sesuai,1
Gagal mengajukan pengajuan gaji susulan Januari 2023,1
Mengisi Capaian Output/ minta normalisasi,1
Permohonan terkait Perubahan Kode Satker pada Aplikasi E-Jafung,1
TERJADI DUPLIKASI PADA TRANSFER MASUK INTERNAL,1
HAPUS PENGAJUAN MPHL-BJS NOMOR 01347 DAN 01350,1
Perekaman ADK Gaji susulan tidak berhasil pada USERNAME_MASKED satker 418900,1
Permintaan aktivasi MPN G3,1
Jenis Dokumen atau Jenis Tagihan SPM yang digunakan untuk pembayaran Gaji Susulan Pejabat Negara,1
Nilai Konversi Angka Kredit,1
Pertanayaan/Permasalahan Terkait Register Hibah,1
"DRPP statusnya belum buat SPP, Padahal sudah jadi SP2D",1
mohon reset passord digit USERNAME_MASKED,1
nilai hasil ukom apk apbn,1
Permohonan bantuan reset pengguna aplikasi Digital Treasury,1
Update NIK pada Aplikasi Digit Gagal,1
mohon bantuanya merubah email di akun digit milik a.n Irene nrp 74080149,1
tentang E-Jafung,1
Surat Penunjukan Role Pada Aplikasi Gaji,1
Reset Password Digit satker 677560,1
Salah entry,1
Usser digit,1
Permohonan penghilangan satker inaktif dari Monitoring Tutup Buku,1
mohon reset email karena lupa pasword dan emailnya digit,1
Pemutakhiran NIK,1
Revisi Pagu minus tidak masuk ke monitoring di modul Capaian Output,1
reset akun digit,1
Ketidaksesuaian Kode Akun dengan Kode Barang,1
Permohonan Aktivasi akun digit,1
Tutup persediaan,1
Selisih Rekonsiliasi SPAN - SAKTI Disebabkan Koreksi SP3B BLU,1
Penghapusan data gaji pegawai,1
Kendala perekaman SP2HL,1
IJIN BUKA MODUL PERIODE JANUARI 2022,1
Belanja Pembayaran Iklan di Koran - Menggunakan MAK Belanja Persediaan dan Menghasilkan Persediaan,1
Perbedaan Nilai Sakti PNBP pada Monsakti dan Sakti Modul Bendahara,1
Perbedaan nilai SURPLUS/DEFISIT-LO di LPE dan LO Laporan Keuangan periode 31 Des 2022,1
Pemohonan Reset Password DIGIT,1
Permohonan Penambahan Referensi Kode Satuan Kerja Pada Aplikasi SPRINT,1
Cara Menghapus Piutang Macet TA 2021 yang Lunas dengan Crash Program di TA 2022 pada Aplikasi SAKTI,1
Nilai Capaian Output pada IKPA Satuan Kerja tidak Update,1
Solusi permasalahan terkait USERNAME_MASKED tidak terdaftar di SIMASPATEN,1
Buka Periode aset tetap,1
untuk menghapus akun digit,1
Nilai Konversi AK,1
Pembuatan SPM GUP Nihil,1
Tidak Bisa Catat SP2D Otomatis SP3BLU,1
Permohonan Narasumber Seminar Nasional,1
Transaksi terjurnal 2x,1
cetak dupak,1
Riset Password,1
Perhitungan PAK Konversi dan Kenaikan Pangkat dalam Fungsional,1
Pemulihan FA 288499 / Penghapusan Bast Barang UP Persediaan,1
DUPAK semester 2 Tahun 2022,1
Setoran Pajak,1
Permintaan perubahan USERNAME_MASKED Approver Kanwil BUN,1
Kesalahan Pencatatan Tanggal Perolehan,1
Permohonon USERNAME_MASKED baru dan perubahan kewenangan USERNAME_MASKED lama,1
ERROR - A/N Erny Richaeni,1
Realisasi Gaji Terbaca 2 kali (Laporan FA Detail),1
Pencatatan KIB tidak berjalan,1
TIDAK BISA CETAK DUPAK,1
Reset kode aktivasi digit,1
cara input jurnal balik atas pendapatan dimuka dibulan desember 2021,1
KDP tidak muncul,1
tutup priode bulan 12,1
Permohonan Penghapusan data SPBy tidak ditagihkan,1
permohonan reset akun digit dan ganti email,1
Buka Periode 12 Aset tetap,1
ADK KRM SATKER TERSANGKUT,1
Permohonan Riset Password DIGIT Kemenkeu,1
Permohonan Pembuatan USERNAME_MASKED OM SPAN 526716 & 526717,1
SALDO KAS DAN BANK BLU SEGMEN BANK CASH AND ACCRUAL SPAN NERACA DETAIL SEGMEN TAMBAHAN BERSALDO NEGATIF,1
Perbedaan Data Revisi DIPA pada SAKTI dan OMSPAN,1
Penghapusan No Dokumen 00093 GUP KKP Barang di Modul Komitmen dan Modul Persediaan,1
masih ada sisa saldo pungutan pajak di kas bendahara pengeluaran di sakti,1
Mohon bantuan perubahan BAST Satker Kejari Metro 07322 atas MPHLBJS Renov Gedung Bangunan,1
Pendaftaran USERNAME_MASKED POLRI,1
SPM Koreksi Kemenag Kab Pekalongan 417068,1
Menindaklanjuti tiket 20230104-MBA00,1
Tidak dapat melakukan koreksi akun pengembalian belanja,1
Tidak ada menu Mapping untuk KASI KPPN BUN,1
Cetakan SPBY menjadi null,1
Penyelesaian akun ekstrakomtebel,1
Mohon pengaktifan digit.kemenkeu,1
akun digit tidak bisa di akses,1
PENDAFTARAN E LERNING SERTFKASIA,1
riset pasword simaspaten,1
Permohonan Pembukaan Rekening Dana Pemilu (RDP),1
GPP - Permohonan Penyamaan Data Satker Baru,1
permohonan cetak ulang sertifikat BNT,1
Permohonan Penyamaan Data Pegawai Satker Baru,1
akun NULL,1
Ketidaksesuaian data pagu dan realisasi antara OM SPAN dan Laporan FA Detail SAKTI,1
SELISIH REKON INTERNAL,1
Kesalahan penerimaan Transfer masuk ATR,1
Kontrak sedang diubah oleh opr lain,1
Saldo Tidak Normal pada satker inaktif,1
Rest Password Akun Simaspaten,1
RK Persediaan Belum RM,1
Uang Makan,1
Koreksi atas koreksi karena salah penanggalan,1
"Status SP2D ""Same TrackID And Payment Mode!""",1
Revisi SP3BLU,1
Permohonan Hapus ADK GPP Kekurangan Gaji a.n. Faryulia Puspita,1
Saldo Tidak Normal Akun Dana Pihak Ketiga (212192),1
nama pegawai mutasi tidak muncul di laporan absensi SILAP,1
tidak dapat upload sp2d spm hibah uang (512),1
Koreksi Jurnal,1
BMN terhapus ketika melakukan koreksi,1
Pembatalan aproval persediaan bulan November dan desember 2022,1
penerbitan SP4HL,1
kendala cetak laporan,1
perbadaan neraca kas dan akrual,1
Setoran Pendapatan PNBP Tahun 2022,1
Utang yang belum diterima tagihannya,1
indikasi SPM batal yang mengurangi Pagu,1
"tidak dapat melakukan perekaman bast, muncul pesan ""form DescSubOut kosong""",1
Permohonan Pendaftaran USERNAME_MASKED BUN KPPN Tanjungpinang,1
data akun 811147 (1% iuran Jaminan Kesehatan PPPK Pusat) tidak muncul dalam akun omspan khusus BPJS Kesehatan,1
Permohonan Cetak Ulang Sertifikat Bendahara Pengeluaran,1
Permohonan pembukaan tutup buku permanen di modul Aset Tetap bulan November dan Desember 2022,1
Koreksi Aset Tetap,1
PPK dengan ijasah SMA,1
Gagal Cetak LHR Tahunan DAK Fisik pada OMSPAN USERNAME_MASKED Pemerintah Kota Langsa,1
Saldo Utang Yang Belum Diterima Tagihannya (Urgent),1
Data tidak ditemukan,1
Bug dan Error Terkait Koreksi 515 dan 516 SP3B BLU,1
Pendataan Referensi aplikasi SAKTI,1
Buka Periode Aset tetap bulan Des 2022,1
Tidak Dapat Mencatat SP2D SPM Nomor 00119A dan 00120A sehingga menyebabkan saldo tidak normal,1
Batal Stock Opname Persediaan,1
Perbedaan Data Realisasi pada OM-SPAN dan FA Detail Sakti,1
Tata Cara Pembayaran APBN Pada Kepolisian,1
LInk Aktivasi USERNAME_MASKED kadaluarsa,1
Penghapusan BAST yang tidak dilanjutkan,1
Buka Periode Aset di Bulan Desember 2022 Modul GLP,1
Permohonan Buka Periode GLP,1
Tata Cara Pencairan,1
SALDO TIDAK BALANCE DI NERACA PERCOBAAN (BASIS AKRUAL),1
USERNAME_MASKED Terdaftar padahal sudah melakukan pendaftaran dan sudah aktivasi,1
Tidak Bisa Batal Validasi,1
permohonan Reset Password USERNAME_MASKED,1
kesalahan input aset di modul komitmen,1
Pada catatan buku besar terdapat belanja barang ymh dibayar,1
Mohon bantu buka menu GLP bulan Desember 2022,1
transaksi persediaan tidak bisa di approve oleh approver,1
Jurnal Penyetoran PNBP tidak terbentuk,1
Sudah tutup buku tetapi masih ada transaksi yang terlewat,1
Utang Yang Yang Belum Diterima Tagihannya Debet,1
Terdapat Ketidaksesuaian : Kode Akun 521211 yang dibuat BASTnya oleh satuan kerja,1
PEMBATALAN PERSETUJUAN DPP WEB GAJI PPNPN,1
pencatatan LC,1
Buka Periode 13,1
permohonan pembukaan kembali modul glp yang sudah ditutup permanen,1
PERUBAHAN NIP USERNAME_MASKED,1
berkurangnya nilai detail coa pada akun sakti,1
